epoch,accuracy,loss,val_accuracy,val_loss
0,0.6901544332504272,31365.830078125,0.6790540814399719,40675.11328125
1,0.7369691133499146,23244.2734375,0.670045018196106,27251.376953125
2,0.7432432174682617,20710.982421875,0.5281531810760498,20278.193359375
3,0.7804054021835327,18188.125,0.7162162065505981,21244.638671875
4,0.7852316498756409,16765.146484375,0.5675675868988037,50836.11328125
5,0.7890926599502563,15621.4013671875,0.5281531810760498,60715.74609375
6,0.8016409277915955,14988.052734375,0.6340090036392212,32993.51171875
7,0.8083977103233337,15306.400390625,0.5281531810760498,229445.796875
8,0.80694979429245,15120.8740234375,0.6914414167404175,26451.044921875
9,0.8074324131011963,14022.0927734375,0.7083333134651184,24908.79296875
10,0.8026061654090881,14266.5185546875,0.6565315127372742,15479.0634765625
11,0.8122586607933044,13632.4287109375,0.5281531810760498,122917.671875
12,0.8040540814399719,13440.5146484375,0.5360360145568848,51665.01171875
13,0.8170849680900574,12610.4560546875,0.7117117047309875,17182.126953125
14,0.8137065768241882,13003.3623046875,0.6396396160125732,14790.3212890625
15,0.8117760419845581,12678.0546875,0.7139639854431152,17911.283203125
16,0.8103281855583191,12997.83984375,0.704954981803894,14144.13671875
17,0.8238416910171509,12569.6357421875,0.19369369745254517,66074.40625
18,0.8368725776672363,12327.599609375,0.7060810923576355,97470.7109375
19,0.8209459185600281,12103.41796875,0.704954981803894,37156.51171875
20,0.8166022896766663,12494.4443359375,0.2804054021835327,58604.62890625
21,0.8296331763267517,12391.625,0.5281531810760498,42660.1953125
22,0.8277027010917664,12042.7353515625,0.704954981803894,13854.7705078125
23,0.8320463299751282,12148.4072265625,0.7173423171043396,14367.38671875
24,0.8359073400497437,12088.2109375,0.3817567527294159,25388.20703125
25,0.8137065768241882,12580.2490234375,0.5292792916297913,21396.025390625
26,0.8262548446655273,12061.9150390625,0.6261261105537415,18376.203125
27,0.8204632997512817,12170.2607421875,0.5394144058227539,22448.53125
28,0.8277027010917664,11508.9521484375,0.6204954981803894,14185.837890625
29,0.8248069286346436,11663.9169921875,0.5281531810760498,52188.9609375
