epoch,accuracy,loss,val_accuracy,val_loss
0,0.7150900959968567,28401.060546875,0.4493243098258972,92888.2109375
1,0.7886636853218079,23309.361328125,0.04054053872823715,63909.140625
2,0.8198198080062866,19443.55078125,0.34121620655059814,56555.8359375
3,0.8374624848365784,16783.197265625,0.04054053872823715,72429.5546875
4,0.8389639854431152,14844.1484375,0.22635135054588318,59913.77734375
5,0.8457207083702087,13883.8212890625,0.36486485600471497,30581.6953125
6,0.8558558821678162,13055.0869140625,0.3006756901741028,31288.068359375
7,0.8453453183174133,11932.154296875,0.14189189672470093,38754.5
8,0.8483483195304871,11239.6572265625,0.42905405163764954,50107.20703125
9,0.8532282114028931,10787.3427734375,0.2939189076423645,29208.517578125
10,0.8490990996360779,10454.55859375,0.3243243098258972,32197.09375
11,0.8487237095832825,10048.0478515625,0.12162162363529205,46880.98828125
12,0.8584834933280945,9635.41796875,0.36486485600471497,38774.23046875
13,0.8513513803482056,9740.060546875,0.40878379344940186,38074.484375
14,0.8554804921150208,9446.09765625,0.44594594836235046,38292.9296875
15,0.8577327132225037,9190.4658203125,0.31418919563293457,32214.068359375
16,0.8536036014556885,9519.9111328125,0.04054053872823715,226127.421875
17,0.8659909963607788,9502.791015625,0.3682432472705841,30053.869140625
18,0.8584834933280945,9084.4833984375,0.3581081032752991,57498.47265625
19,0.8618618845939636,9185.4775390625,0.3513513505458832,29200.517578125
