epoch,accuracy,loss,val_accuracy,val_loss
0,0.738513529,41422.69922,0.141891897,785156.125
1,0.78108108,27387.63867,0.592567563,25516.80078
2,0.790540516,21600.5293,0.626351357,24248.87109
3,0.8047297,16482.83398,0.624324322,27962.4082
4,0.829729736,16124.12988,0.600675702,32700.52148
5,0.828378379,15670.05957,0.641891897,34906.46094
6,0.847297311,13591.09766,0.634459436,29112.31055
7,0.828378379,14282.62305,0.610810816,24251.73438
8,0.824999988,14094.02441,0.624324322,20749.80859
9,0.849324346,13276.85156,0.607432425,21328.03711
