epoch,accuracy,loss,val_accuracy,val_loss
0,0.684459448,39447.78125,0.566891909,31700.68359
1,0.743918896,30265.74414,0.456081092,29737.87305
2,0.764189184,22073.23828,0.433108121,46304.30859
3,0.8047297,19107.59375,0.595945954,26232.95313
4,0.830405414,16500.36719,0.638513505,29310.62695
5,0.841216207,14907.94434,0.552702725,22229.7793
6,0.833108127,14284.71094,0.645945966,30889.94922
7,0.860810816,12877.27441,0.652027011,23095.99805
8,0.847297311,12918.0752,0.389189184,234013.5781
9,0.860135138,12437.34863,0.643918931,18813.38281
10,0.847297311,13115.61035,0.474324316,42100.28906
11,0.85135138,12306.6123,0.587837815,20821.12109
12,0.844594598,11912.51855,0.184459463,479217.25
13,0.866216242,11932.71484,0.645945966,19879.35352
14,0.846621633,11908.25391,0.639864862,26710.69727
