epoch,accuracy,loss,val_accuracy,val_loss
0,0.664977490901947,30058.91015625,0.568412184715271,241559.34375
1,0.7573198080062866,22186.767578125,0.6748310923576355,54975.05859375
2,0.8051801919937134,19257.115234375,0.5380067825317383,28874.26953125
3,0.8063063025474548,18136.974609375,0.47888514399528503,32273.45703125
4,0.8147522807121277,16080.9169921875,0.6545608043670654,38991.26171875
5,0.8147522807121277,18050.47265625,0.6630067825317383,19212.75390625
6,0.8457207083702087,14183.40234375,0.6917229890823364,20971.62890625
7,0.832207202911377,13296.8154296875,0.6773648858070374,22922.361328125
8,0.8344594836235046,12877.98828125,0.6663851141929626,16160.48828125
9,0.8384009003639221,12069.48046875,0.6689189076423645,22564.759765625
