epoch,accuracy,loss,val_accuracy,val_loss
0,0.6472007632255554,37777.55078125,0.3220720589160919,20561.8359375
1,0.7335907220840454,25747.556640625,0.4831081032752991,34530.34765625
2,0.7417953610420227,22666.74609375,0.5349099040031433,72713.09375
3,0.7678571343421936,20327.25,0.13963964581489563,173219.15625
4,0.7779922485351562,18535.033203125,0.6385135054588318,17736.53515625
5,0.7915058135986328,16814.87109375,0.5529279112815857,18471.439453125
6,0.7746139168739319,15605.1220703125,0.6644144058227539,17039.4453125
7,0.7866795659065247,15216.7109375,0.630630612373352,14977.6103515625
8,0.790057897567749,15721.353515625,0.6328828930854797,14293.0146484375
9,0.8026061654090881,14865.43359375,0.662162184715271,17108.4296875
10,0.8166022896766663,15202.1552734375,0.5731981992721558,32524.015625
11,0.8021235466003418,14586.5068359375,0.6948198080062866,15436.2919921875
12,0.8001930713653564,14953.0166015625,0.6509009003639221,20873.92578125
13,0.8117760419845581,14669.560546875,0.5844594836235046,23639.310546875
14,0.7982625365257263,14398.146484375,0.6936936974525452,14362.923828125
15,0.8040540814399719,14255.7919921875,0.6351351141929626,21771.560546875
16,0.7997104525566101,14204.2109375,0.5900900959968567,78046.640625
17,0.8035714030265808,13959.6728515625,0.587837815284729,47361.5703125
18,0.7837837934494019,14021.2109375,0.6092342138290405,21048.681640625
19,0.8108108043670654,13375.6826171875,0.4819819927215576,870834.6875
20,0.8122586607933044,13994.0498046875,0.6734234094619751,26317.603515625
21,0.8108108043670654,13579.056640625,0.7195945978164673,36922.22265625
22,0.8050193190574646,13244.201171875,0.6407657861709595,18902.841796875
23,0.8045367002487183,13896.8037109375,0.545045018196106,25722.361328125
24,0.7997104525566101,13444.326171875,0.587837815284729,31363.490234375
25,0.8011583089828491,12646.3056640625,0.7004504799842834,30620.302734375
26,0.8132239580154419,13046.93359375,0.5484234094619751,30775.044921875
27,0.8079150319099426,13823.46484375,0.6452702879905701,13025.7265625
28,0.8151544332504272,12763.9306640625,0.667792797088623,15065.5791015625
29,0.8011583089828491,13277.2275390625,0.6959459185600281,29732.40625
