epoch,accuracy,loss,val_accuracy,val_loss
0,0.6728603839874268,41048.75390625,0.38344594836235046,59552.87890625
1,0.7286036014556885,26729.638671875,0.6342905163764954,30231.634765625
2,0.7331081032752991,22736.482421875,0.5853040814399719,16050.623046875
3,0.7742117047309875,18688.703125,0.5971283912658691,28271.8828125
4,0.8023648858070374,17088.0,0.6959459185600281,15334.7822265625
5,0.8203828930854797,15082.712890625,0.6917229890823364,15300.150390625
6,0.8192567825317383,14672.8466796875,0.6858108043670654,15967.3037109375
7,0.8147522807121277,14605.1044921875,0.6765202879905701,13856.3828125
8,0.8057432174682617,13854.9365234375,0.6410472989082336,28901.70703125
9,0.8141891956329346,13697.3818359375,0.6849662065505981,15070.134765625
10,0.8243243098258972,13464.5654296875,0.6478040814399719,21197.453125
11,0.8277027010917664,13380.67578125,0.7060810923576355,15433.9970703125
12,0.8434684872627258,13438.0283203125,0.7136824131011963,23610.431640625
13,0.8186936974525452,13274.1376953125,0.6081081032752991,23026.96875
14,0.8384009003639221,13020.552734375,0.7027027010917664,16028.4306640625
