epoch,accuracy,loss,val_accuracy,val_loss
0,0.6906370520591736,35623.5078125,0.5281531810760498,96706.0
1,0.7635135054588318,26030.775390625,0.537162184715271,21857.587890625
2,0.77944016456604,21169.69140625,0.6103603839874268,14908.7880859375
3,0.7944015264511108,16525.17578125,0.6238738894462585,13857.2587890625
4,0.7939189076423645,15089.5087890625,0.007882882840931416,85060.4296875
5,0.8098455667495728,13829.583984375,0.619369387626648,21311.166015625
6,0.8093629479408264,14172.3876953125,0.6171171069145203,15308.314453125
7,0.8166022896766663,13309.0830078125,0.6295045018196106,16596.087890625
8,0.8185328245162964,13138.998046875,0.6520270109176636,14075.951171875
9,0.8291505575180054,12666.56640625,0.6936936974525452,13801.2138671875
10,0.8194980621337891,12967.8642578125,0.6734234094619751,32595.138671875
11,0.8310810923576355,12456.2138671875,0.6351351141929626,17680.041015625
12,0.8199806809425354,12652.5029296875,0.5788288116455078,57020.40234375
13,0.8175675868988037,12488.9208984375,0.7004504799842834,13852.744140625
14,0.8320463299751282,12131.9365234375,0.6891891956329346,12650.7958984375
15,0.8127413392066956,12404.04296875,0.6081081032752991,12353.2109375
16,0.8243243098258972,12024.298828125,0.6632882952690125,13027.7177734375
17,0.8431467413902283,12122.046875,0.602477490901947,12396.2001953125
18,0.8325289487838745,11541.2265625,0.6576576828956604,14119.31640625
19,0.83638995885849,11810.109375,0.6610360145568848,14502.0263671875
