epoch,accuracy,loss,val_accuracy,val_loss
0,0.6254222989082336,34210.13671875,0.4864864945411682,152106.234375
1,0.7098817825317383,24005.931640625,0.25337839126586914,7647926.5
2,0.7478885054588318,19969.056640625,0.4864864945411682,106817.90625
3,0.7630912065505981,16799.962890625,0.5929054021835327,40412.8984375
4,0.7896959185600281,15032.5302734375,0.5101351141929626,207571.390625
5,0.802787184715271,14436.8701171875,0.5489864945411682,68865.921875
6,0.8078547120094299,14551.5,0.3125,77755.15625
7,0.8125,14163.6015625,0.6047297120094299,65638.1171875
8,0.8070101141929626,13650.0888671875,0.375,127522.9765625
9,0.8125,13762.06640625,0.38344594836235046,156672.890625
10,0.7998310923576355,14169.822265625,0.6402027010917664,32432.27734375
11,0.8091216087341309,13414.603515625,0.2668918967247009,191734.171875
12,0.8095439076423645,13743.30078125,0.46621620655059814,92508.4296875
13,0.8150337934494019,13852.3720703125,0.5422297120094299,74653.9765625
14,0.8044763803482056,13986.2578125,0.19594594836235046,511526.3125
15,0.8086993098258972,14153.5654296875,0.26013514399528503,141518.09375
16,0.8002533912658691,13835.81640625,0.5033783912658691,57779.890625
17,0.7960304021835327,13886.541015625,0.25844594836235046,359932.4375
18,0.8010979890823364,13037.3603515625,0.6300675868988037,44304.796875
19,0.8133445978164673,13008.30078125,0.5979729890823364,49380.7890625
20,0.8112331032752991,12857.623046875,0.18918919563293457,162013.75
21,0.8091216087341309,12870.265625,0.4864864945411682,482264.4375
22,0.8196790814399719,12623.64453125,0.4864864945411682,140209.4375
23,0.8103885054588318,12588.1025390625,0.5405405163764954,56753.66796875
24,0.8120777010917664,12610.0869140625,0.6013513803482056,38391.03125
25,0.8226351141929626,12437.369140625,0.5033783912658691,19143.4765625
26,0.8074324131011963,12221.0,0.5168918967247009,20044.912109375
27,0.8129222989082336,12514.765625,0.3293918967247009,1169058.125
28,0.8129222989082336,11947.7197265625,0.6402027010917664,26897.9296875
29,0.8230574131011963,11964.12890625,0.6554054021835327,17223.7734375
