epoch,accuracy,loss,val_accuracy,val_loss
0,0.7288851141929626,29296.814453125,0.4864864945411682,123270.6640625
1,0.7833614945411682,18043.017578125,0.5067567825317383,32319.115234375
2,0.8019425868988037,16681.80859375,0.5084459185600281,25233.29296875
3,0.8116554021835327,14894.52734375,0.6030405163764954,35334.9140625
4,0.8255912065505981,12888.615234375,0.38513514399528503,57637.0625
5,0.8391047120094299,12567.8603515625,0.5608108043670654,58069.796875
6,0.8391047120094299,12854.0498046875,0.5675675868988037,34501.3359375
7,0.8513513803482056,10896.46484375,0.6047297120094299,39134.140625
8,0.8492398858070374,10387.6123046875,0.6317567825317383,41990.76171875
9,0.8606418967247009,9931.8251953125,0.5489864945411682,18059.71484375
10,0.8648648858070374,10064.5068359375,0.6097972989082336,19880.619140625
11,0.8606418967247009,9348.5166015625,0.43581080436706543,53798.56640625
12,0.8711993098258972,9459.0927734375,0.5405405163764954,22766.79296875
13,0.8699324131011963,8909.1826171875,0.5236486196517944,26388.625
14,0.8665540814399719,8489.5537109375,0.5962837934494019,21067.599609375
15,0.8614864945411682,8290.0537109375,0.5760135054588318,15277.7314453125
16,0.8669763803482056,8232.4599609375,0.5743243098258972,16931.70703125
17,0.8711993098258972,7657.64208984375,0.5945945978164673,16198.9443359375
18,0.8623310923576355,8079.43408203125,0.25844594836235046,73611.8671875
19,0.8728885054588318,7790.87841796875,0.45945945382118225,56478.4609375
20,0.8644425868988037,7436.68994140625,0.5523648858070374,18935.591796875
21,0.8669763803482056,7715.7431640625,0.5827702879905701,16337.7158203125
22,0.8669763803482056,7442.8681640625,0.5135135054588318,34624.1640625
23,0.8711993098258972,7087.5419921875,0.5219594836235046,33909.32421875
24,0.8678209185600281,7206.4921875,0.5506756901741028,33075.328125
25,0.8669763803482056,7086.955078125,0.5304054021835327,24065.986328125
26,0.8724662065505981,6960.931640625,0.5591216087341309,17122.630859375
27,0.8716216087341309,6732.25537109375,0.4932432472705841,21513.662109375
28,0.8673986196517944,6398.16796875,0.5320945978164673,23774.994140625
29,0.8678209185600281,6897.4345703125,0.525337815284729,20391.66796875
