epoch,accuracy,loss,val_accuracy,val_loss
0,0.662162184715271,35423.375,0.7043918967247009,17923.935546875
1,0.7308558821678162,23750.5703125,0.5844594836235046,18642.720703125
2,0.7685810923576355,19063.822265625,0.5886824131011963,916657.5
3,0.8130630850791931,17501.857421875,0.6266891956329346,53159.05078125
4,0.7961711883544922,16229.5,0.4113175570964813,11762680.0
5,0.7984234094619751,15542.11328125,0.15962837636470795,1369090.625
6,0.806869387626648,15412.2919921875,0.7086148858070374,38240.44921875
7,0.8040540814399719,15282.2841796875,0.7077702879905701,14933.8037109375
8,0.8130630850791931,14666.90234375,0.4991554021835327,50871.5703125
9,0.8231981992721558,14567.5029296875,0.6951013803482056,28766.85546875
10,0.806869387626648,14339.7734375,0.6739864945411682,17134.326171875
11,0.8147522807121277,13862.814453125,0.6900337934494019,15223.5390625
12,0.8293918967247009,14254.2490234375,0.6798986196517944,17211.16796875
13,0.8282657861709595,13932.0498046875,0.7179054021835327,16659.08984375
14,0.8305180072784424,13778.9951171875,0.6891891956329346,16033.146484375
15,0.8288288116455078,13514.2841796875,0.7001689076423645,32992.5703125
16,0.815315306186676,14028.2001953125,0.6410472989082336,19194.626953125
17,0.815315306186676,13951.3447265625,0.46706080436706543,409912.84375
18,0.8198198080062866,14452.0361328125,0.7305743098258972,13328.2236328125
19,0.8277027010917664,13842.9755859375,0.6798986196517944,13239.078125
20,0.8367117047309875,13573.052734375,0.6984797120094299,14953.4580078125
21,0.8248873949050903,13460.8681640625,0.7381756901741028,13988.3291015625
22,0.8237612843513489,12940.86328125,0.7094594836235046,14723.625
23,0.8271396160125732,12840.689453125,0.6368243098258972,31278.291015625
24,0.8367117047309875,12490.8681640625,0.7288851141929626,15494.2568359375
25,0.8254504799842834,13151.2841796875,0.630912184715271,23560.6875
26,0.8220720887184143,12845.79296875,0.6520270109176636,15283.5673828125
27,0.8231981992721558,12908.3798828125,0.6849662065505981,31315.98046875
28,0.8310810923576355,12764.484375,0.5008445978164673,19984.6640625
29,0.8389639854431152,12571.2119140625,0.4113175570964813,24526.994140625
