epoch,accuracy,loss,val_accuracy,val_loss
0,0.6805019378662109,32316.8828125,0.29504504799842834,38605.19921875
1,0.7388995885848999,24600.951171875,0.6599099040031433,17276.958984375
2,0.751447856426239,21404.330078125,0.5045045018196106,22354.50390625
3,0.79777991771698,17192.2109375,0.6576576828956604,20467.50390625
4,0.8093629479408264,15814.9326171875,0.6171171069145203,15293.439453125
5,0.8156370520591736,16011.1240234375,0.542792797088623,35037.84765625
6,0.8190154433250427,14167.2568359375,0.587837815284729,30748.90625
7,0.8262548446655273,12546.869140625,0.6159909963607788,25041.267578125
8,0.8190154433250427,11673.97265625,0.6216216087341309,18907.78515625
9,0.825772225856781,11556.8154296875,0.6047297120094299,24543.544921875
