epoch,accuracy,loss,val_accuracy,val_loss
0,0.7398648858070374,28700.693359375,0.4113175570964813,397192.0
1,0.8012387156486511,21452.365234375,0.5785472989082336,49616.9296875
2,0.809684693813324,20465.203125,0.712837815284729,18437.267578125
3,0.8136261105537415,19854.892578125,0.6300675868988037,105424.4140625
4,0.8141891956329346,19106.939453125,0.4113175570964813,59775.796875
5,0.7978603839874268,17424.84375,0.5591216087341309,19887.185546875
6,0.8254504799842834,15457.4306640625,0.4434121549129486,20684.291015625
7,0.832207202911377,14027.458984375,0.6182432174682617,19502.234375
8,0.8277027010917664,14154.9033203125,0.5734797120094299,37593.3203125
9,0.8338963985443115,12386.59375,0.4113175570964813,92086.9453125
10,0.8395270109176636,11893.4951171875,0.4130067527294159,27111.69921875
11,0.8564189076423645,11591.5166015625,0.6097972989082336,24045.494140625
12,0.8400900959968567,11678.943359375,0.41469594836235046,30369.671875
13,0.8457207083702087,11441.1552734375,0.6241554021835327,38259.484375
14,0.857545018196106,10422.001953125,0.505912184715271,54302.49609375
15,0.8603603839874268,10493.23046875,0.5734797120094299,57291.12109375
16,0.8485360145568848,9899.728515625,0.7010135054588318,16546.353515625
17,0.8620495200157166,9923.603515625,0.65625,19388.83203125
18,0.8445945978164673,11151.314453125,0.6199324131011963,116602.296875
19,0.8389639854431152,10027.2890625,0.6233108043670654,25150.806640625
