epoch,accuracy,loss,val_accuracy,val_loss
0,0.7123551964759827,30794.494140625,0.5281531810760498,47762.546875
1,0.7456563711166382,23552.439453125,0.5281531810760498,51343.79296875
2,0.751447856426239,21235.98828125,0.6993243098258972,19776.931640625
3,0.7509652376174927,18974.916015625,0.6013513803482056,17504.685546875
4,0.7833011746406555,18481.232421875,0.5743243098258972,17791.14453125
5,0.799227774143219,17606.6796875,0.1756756752729416,4773144.5
6,0.7905405163764954,15994.1328125,0.522522509098053,48723.58984375
7,0.8055019378662109,15186.669921875,0.5889639854431152,37196.8203125
8,0.8016409277915955,14130.841796875,0.3930180072784424,180841.3125
9,0.8088803291320801,13691.875,0.5698198080062866,60101.12890625
10,0.8175675868988037,13031.794921875,0.30180180072784424,121540.671875
11,0.8291505575180054,12855.298828125,0.25337839126586914,107874.6640625
12,0.83638995885849,12002.7080078125,0.6486486196517944,31868.953125
13,0.8320463299751282,11660.3193359375,0.6013513803482056,24000.236328125
14,0.8388031125068665,11665.2333984375,0.3006756901741028,496959.0625
15,0.8315637111663818,11086.208984375,0.6362612843513489,19917.388671875
16,0.8320463299751282,10595.70703125,0.6666666865348816,11703.9560546875
17,0.8320463299751282,10827.8916015625,0.6632882952690125,49428.8203125
18,0.837837815284729,10342.1318359375,0.6858108043670654,17245.607421875
19,0.8576254844665527,10375.958984375,0.6779279112815857,26779.818359375
